invesment_id,time_id,date_id,target,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139
sh.600000,1,2021-11-23,-0.0058,8.61,8.7,8.61,8.63,21502374.0,0.07,0.35,8.63,8.66,8.59,8.6,20983745.0,0.07,-0.58,8.56,8.7,8.55,8.65,20471995.0,0.07,1.05,8.61,8.66,8.53,8.56,20465395.0,0.07,-1.04,8.67,8.72,8.65,8.65,19301599.0,0.07,-0.92,8.7,8.74,8.63,8.73,24030066.0,0.08,-0.23,8.66,8.75,8.65,8.75,27625801.0,0.09,1.16,8.64,8.65,8.58,8.65,20498205.0,0.07,0.35,8.48,8.62,8.47,8.62,31419321.0,0.11,1.65,8.53,8.53,8.44,8.48,27478869.0,0.09,-0.7,8.5,8.55,8.49,8.54,19548518.0,0.07,0.59,8.48,8.53,8.46,8.49,24353008.0,0.08,-0.47,8.51,8.54,8.49,8.53,22913355.0,0.08,0.23,8.53,8.54,8.5,8.51,26148859.0,0.09,-0.23,8.59,8.59,8.51,8.53,29785185.0,0.1,-0.12,8.71,8.75,8.5,8.54,70034623.0,0.24,-2.06,8.69,8.78,8.6,8.72,64940974.0,0.22,-2.46,8.96,9.0,8.93,8.94,35990731.0,0.12,-0.22,8.99,9.01,8.95,8.96,28165181.0,0.1,-0.33,9.01,9.02,8.96,8.99,34197280.0,0.12,-0.44
sh.600000,2,2021-11-24,-0.0138,8.61,8.69,8.59,8.68,19342692.0,0.07,0.58,8.61,8.7,8.61,8.63,21502374.0,0.07,0.35,8.63,8.66,8.59,8.6,20983745.0,0.07,-0.58,8.56,8.7,8.55,8.65,20471995.0,0.07,1.05,8.61,8.66,8.53,8.56,20465395.0,0.07,-1.04,8.67,8.72,8.65,8.65,19301599.0,0.07,-0.92,8.7,8.74,8.63,8.73,24030066.0,0.08,-0.23,8.66,8.75,8.65,8.75,27625801.0,0.09,1.16,8.64,8.65,8.58,8.65,20498205.0,0.07,0.35,8.48,8.62,8.47,8.62,31419321.0,0.11,1.65,8.53,8.53,8.44,8.48,27478869.0,0.09,-0.7,8.5,8.55,8.49,8.54,19548518.0,0.07,0.59,8.48,8.53,8.46,8.49,24353008.0,0.08,-0.47,8.51,8.54,8.49,8.53,22913355.0,0.08,0.23,8.53,8.54,8.5,8.51,26148859.0,0.09,-0.23,8.59,8.59,8.51,8.53,29785185.0,0.1,-0.12,8.71,8.75,8.5,8.54,70034623.0,0.24,-2.06,8.69,8.78,8.6,8.72,64940974.0,0.22,-2.46,8.96,9.0,8.93,8.94,35990731.0,0.12,-0.22,8.99,9.01,8.95,8.96,28165181.0,0.1,-0.33
sh.600000,3,2021-11-25,-0.0116,8.68,8.69,8.61,8.64,13169070.0,0.04,-0.46,8.61,8.69,8.59,8.68,19342692.0,0.07,0.58,8.61,8.7,8.61,8.63,21502374.0,0.07,0.35,8.63,8.66,8.59,8.6,20983745.0,0.07,-0.58,8.56,8.7,8.55,8.65,20471995.0,0.07,1.05,8.61,8.66,8.53,8.56,20465395.0,0.07,-1.04,8.67,8.72,8.65,8.65,19301599.0,0.07,-0.92,8.7,8.74,8.63,8.73,24030066.0,0.08,-0.23,8.66,8.75,8.65,8.75,27625801.0,0.09,1.16,8.64,8.65,8.58,8.65,20498205.0,0.07,0.35,8.48,8.62,8.47,8.62,31419321.0,0.11,1.65,8.53,8.53,8.44,8.48,27478869.0,0.09,-0.7,8.5,8.55,8.49,8.54,19548518.0,0.07,0.59,8.48,8.53,8.46,8.49,24353008.0,0.08,-0.47,8.51,8.54,8.49,8.53,22913355.0,0.08,0.23,8.53,8.54,8.5,8.51,26148859.0,0.09,-0.23,8.59,8.59,8.51,8.53,29785185.0,0.1,-0.12,8.71,8.75,8.5,8.54,70034623.0,0.24,-2.06,8.69,8.78,8.6,8.72,64940974.0,0.22,-2.46,8.96,9.0,8.93,8.94,35990731.0,0.12,-0.22
sh.600000,4,2021-11-26,-0.007,8.61,8.62,8.55,8.56,21199061.0,0.07,-0.93,8.68,8.69,8.61,8.64,13169070.0,0.04,-0.46,8.61,8.69,8.59,8.68,19342692.0,0.07,0.58,8.61,8.7,8.61,8.63,21502374.0,0.07,0.35,8.63,8.66,8.59,8.6,20983745.0,0.07,-0.58,8.56,8.7,8.55,8.65,20471995.0,0.07,1.05,8.61,8.66,8.53,8.56,20465395.0,0.07,-1.04,8.67,8.72,8.65,8.65,19301599.0,0.07,-0.92,8.7,8.74,8.63,8.73,24030066.0,0.08,-0.23,8.66,8.75,8.65,8.75,27625801.0,0.09,1.16,8.64,8.65,8.58,8.65,20498205.0,0.07,0.35,8.48,8.62,8.47,8.62,31419321.0,0.11,1.65,8.53,8.53,8.44,8.48,27478869.0,0.09,-0.7,8.5,8.55,8.49,8.54,19548518.0,0.07,0.59,8.48,8.53,8.46,8.49,24353008.0,0.08,-0.47,8.51,8.54,8.49,8.53,22913355.0,0.08,0.23,8.53,8.54,8.5,8.51,26148859.0,0.09,-0.23,8.59,8.59,8.51,8.53,29785185.0,0.1,-0.12,8.71,8.75,8.5,8.54,70034623.0,0.24,-2.06,8.69,8.78,8.6,8.72,64940974.0,0.22,-2.46
sh.600000,5,2021-11-29,-0.0035,8.57,8.59,8.5,8.59,23746400.0,0.08,0.35,8.61,8.62,8.55,8.56,21199061.0,0.07,-0.93,8.68,8.69,8.61,8.64,13169070.0,0.04,-0.46,8.61,8.69,8.59,8.68,19342692.0,0.07,0.58,8.61,8.7,8.61,8.63,21502374.0,0.07,0.35,8.63,8.66,8.59,8.6,20983745.0,0.07,-0.58,8.56,8.7,8.55,8.65,20471995.0,0.07,1.05,8.61,8.66,8.53,8.56,20465395.0,0.07,-1.04,8.67,8.72,8.65,8.65,19301599.0,0.07,-0.92,8.7,8.74,8.63,8.73,24030066.0,0.08,-0.23,8.66,8.75,8.65,8.75,27625801.0,0.09,1.16,8.64,8.65,8.58,8.65,20498205.0,0.07,0.35,8.48,8.62,8.47,8.62,31419321.0,0.11,1.65,8.53,8.53,8.44,8.48,27478869.0,0.09,-0.7,8.5,8.55,8.49,8.54,19548518.0,0.07,0.59,8.48,8.53,8.46,8.49,24353008.0,0.08,-0.47,8.51,8.54,8.49,8.53,22913355.0,0.08,0.23,8.53,8.54,8.5,8.51,26148859.0,0.09,-0.23,8.59,8.59,8.51,8.53,29785185.0,0.1,-0.12,8.71,8.75,8.5,8.54,70034623.0,0.24,-2.06
sh.600000,6,2021-11-30,0.0035,8.54,8.59,8.51,8.51,30900124.0,0.11,-0.93,8.57,8.59,8.5,8.59,23746400.0,0.08,0.35,8.61,8.62,8.55,8.56,21199061.0,0.07,-0.93,8.68,8.69,8.61,8.64,13169070.0,0.04,-0.46,8.61,8.69,8.59,8.68,19342692.0,0.07,0.58,8.61,8.7,8.61,8.63,21502374.0,0.07,0.35,8.63,8.66,8.59,8.6,20983745.0,0.07,-0.58,8.56,8.7,8.55,8.65,20471995.0,0.07,1.05,8.61,8.66,8.53,8.56,20465395.0,0.07,-1.04,8.67,8.72,8.65,8.65,19301599.0,0.07,-0.92,8.7,8.74,8.63,8.73,24030066.0,0.08,-0.23,8.66,8.75,8.65,8.75,27625801.0,0.09,1.16,8.64,8.65,8.58,8.65,20498205.0,0.07,0.35,8.48,8.62,8.47,8.62,31419321.0,0.11,1.65,8.53,8.53,8.44,8.48,27478869.0,0.09,-0.7,8.5,8.55,8.49,8.54,19548518.0,0.07,0.59,8.48,8.53,8.46,8.49,24353008.0,0.08,-0.47,8.51,8.54,8.49,8.53,22913355.0,0.08,0.23,8.53,8.54,8.5,8.51,26148859.0,0.09,-0.23,8.59,8.59,8.51,8.53,29785185.0,0.1,-0.12
sh.600000,7,2021-12-01,0.0023,8.53,8.58,8.51,8.56,19333856.0,0.07,0.59,8.54,8.59,8.51,8.51,30900124.0,0.11,-0.93,8.57,8.59,8.5,8.59,23746400.0,0.08,0.35,8.61,8.62,8.55,8.56,21199061.0,0.07,-0.93,8.68,8.69,8.61,8.64,13169070.0,0.04,-0.46,8.61,8.69,8.59,8.68,19342692.0,0.07,0.58,8.61,8.7,8.61,8.63,21502374.0,0.07,0.35,8.63,8.66,8.59,8.6,20983745.0,0.07,-0.58,8.56,8.7,8.55,8.65,20471995.0,0.07,1.05,8.61,8.66,8.53,8.56,20465395.0,0.07,-1.04,8.67,8.72,8.65,8.65,19301599.0,0.07,-0.92,8.7,8.74,8.63,8.73,24030066.0,0.08,-0.23,8.66,8.75,8.65,8.75,27625801.0,0.09,1.16,8.64,8.65,8.58,8.65,20498205.0,0.07,0.35,8.48,8.62,8.47,8.62,31419321.0,0.11,1.65,8.53,8.53,8.44,8.48,27478869.0,0.09,-0.7,8.5,8.55,8.49,8.54,19548518.0,0.07,0.59,8.48,8.53,8.46,8.49,24353008.0,0.08,-0.47,8.51,8.54,8.49,8.53,22913355.0,0.08,0.23,8.53,8.54,8.5,8.51,26148859.0,0.09,-0.23
sh.600000,8,2021-12-02,0.0012,8.56,8.61,8.52,8.58,22906201.0,0.08,0.23,8.53,8.58,8.51,8.56,19333856.0,0.07,0.59,8.54,8.59,8.51,8.51,30900124.0,0.11,-0.93,8.57,8.59,8.5,8.59,23746400.0,0.08,0.35,8.61,8.62,8.55,8.56,21199061.0,0.07,-0.93,8.68,8.69,8.61,8.64,13169070.0,0.04,-0.46,8.61,8.69,8.59,8.68,19342692.0,0.07,0.58,8.61,8.7,8.61,8.63,21502374.0,0.07,0.35,8.63,8.66,8.59,8.6,20983745.0,0.07,-0.58,8.56,8.7,8.55,8.65,20471995.0,0.07,1.05,8.61,8.66,8.53,8.56,20465395.0,0.07,-1.04,8.67,8.72,8.65,8.65,19301599.0,0.07,-0.92,8.7,8.74,8.63,8.73,24030066.0,0.08,-0.23,8.66,8.75,8.65,8.75,27625801.0,0.09,1.16,8.64,8.65,8.58,8.65,20498205.0,0.07,0.35,8.48,8.62,8.47,8.62,31419321.0,0.11,1.65,8.53,8.53,8.44,8.48,27478869.0,0.09,-0.7,8.5,8.55,8.49,8.54,19548518.0,0.07,0.59,8.48,8.53,8.46,8.49,24353008.0,0.08,-0.47,8.51,8.54,8.49,8.53,22913355.0,0.08,0.23
sh.600000,9,2021-12-03,0.0012,8.58,8.6,8.52,8.59,23848744.0,0.08,0.12,8.56,8.61,8.52,8.58,22906201.0,0.08,0.23,8.53,8.58,8.51,8.56,19333856.0,0.07,0.59,8.54,8.59,8.51,8.51,30900124.0,0.11,-0.93,8.57,8.59,8.5,8.59,23746400.0,0.08,0.35,8.61,8.62,8.55,8.56,21199061.0,0.07,-0.93,8.68,8.69,8.61,8.64,13169070.0,0.04,-0.46,8.61,8.69,8.59,8.68,19342692.0,0.07,0.58,8.61,8.7,8.61,8.63,21502374.0,0.07,0.35,8.63,8.66,8.59,8.6,20983745.0,0.07,-0.58,8.56,8.7,8.55,8.65,20471995.0,0.07,1.05,8.61,8.66,8.53,8.56,20465395.0,0.07,-1.04,8.67,8.72,8.65,8.65,19301599.0,0.07,-0.92,8.7,8.74,8.63,8.73,24030066.0,0.08
