invesment_id,time_id,date_id,target,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139
sh.600009,11,2022-02-17,0.0361,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05,52.3,52.65,50.46,50.82,17985102.0,1.64,-2.27,52.01,53.58,51.9,52.0,24570422.0,2.25,-0.63,52.75,53.48,52.19,52.33,24352039.0,2.23,-1.06,52.0,55.34,52.0,52.89,42776258.0,3.91,3.6,49.58,51.88,49.42,51.05,19441306.0,1.78,2.78,49.07,49.95,48.64,49.67,10817690.0,0.99,0.61,48.2,49.74,47.83,49.37,14158261.0,1.29,2.22,48.75,49.03,47.79,48.3,12817395.0,1.17,-0.88,49.02,49.76,48.28,48.73,12135246.0,1.11,-1.12
sh.600009,12,2022-02-18,0.0103,54.9,57.12,54.7,56.88,15364896.0,1.41,3.04,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05,52.3,52.65,50.46,50.82,17985102.0,1.64,-2.27,52.01,53.58,51.9,52.0,24570422.0,2.25,-0.63,52.75,53.48,52.19,52.33,24352039.0,2.23,-1.06,52.0,55.34,52.0,52.89,42776258.0,3.91,3.6,49.58,51.88,49.42,51.05,19441306.0,1.78,2.78,49.07,49.95,48.64,49.67,10817690.0,0.99,0.61,48.2,49.74,47.83,49.37,14158261.0,1.29,2.22,48.75,49.03,47.79,48.3,12817395.0,1.17,-0.88
sh.600009,13,2022-02-21,-0.008,56.1,56.8,55.5,56.68,9080805.0,0.83,-0.35,54.9,57.12,54.7,56.88,15364896.0,1.41,3.04,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05,52.3,52.65,50.46,50.82,17985102.0,1.64,-2.27,52.01,53.58,51.9,52.0,24570422.0,2.25,-0.63,52.75,53.48,52.19,52.33,24352039.0,2.23,-1.06,52.0,55.34,52.0,52.89,42776258.0,3.91,3.6,49.58,51.88,49.42,51.05,19441306.0,1.78,2.78,49.07,49.95,48.64,49.67,10817690.0,0.99,0.61,48.2,49.74,47.83,49.37,14158261.0,1.29,2.22
sh.600009,14,2022-02-22,-0.0181,55.95,56.24,55.01,55.5,11664691.0,1.07,-2.08,56.1,56.8,55.5,56.68,9080805.0,0.83,-0.35,54.9,57.12,54.7,56.88,15364896.0,1.41,3.04,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05,52.3,52.65,50.46,50.82,17985102.0,1.64,-2.27,52.01,53.58,51.9,52.0,24570422.0,2.25,-0.63,52.75,53.48,52.19,52.33,24352039.0,2.23,-1.06,52.0,55.34,52.0,52.89,42776258.0,3.91,3.6,49.58,51.88,49.42,51.05,19441306.0,1.78,2.78,49.07,49.95,48.64,49.67,10817690.0,0.99,0.61
sh.600009,15,2022-02-23,-0.0191,55.3,55.9,53.85,54.3,18474211.0,1.69,-2.16,55.95,56.24,55.01,55.5,11664691.0,1.07,-2.08,56.1,56.8,55.5,56.68,9080805.0,0.83,-0.35,54.9,57.12,54.7,56.88,15364896.0,1.41,3.04,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05,52.3,52.65,50.46,50.82,17985102.0,1.64,-2.27,52.01,53.58,51.9,52.0,24570422.0,2.25,-0.63,52.75,53.48,52.19,52.33,24352039.0,2.23,-1.06,52.0,55.34,52.0,52.89,42776258.0,3.91,3.6,49.58,51.88,49.42,51.05,19441306.0,1.78,2.78
sh.600009,16,2022-02-24,0.0127,54.01,54.2,51.95,52.79,20160556.0,1.84,-2.78,55.3,55.9,53.85,54.3,18474211.0,1.69,-2.16,55.95,56.24,55.01,55.5,11664691.0,1.07,-2.08,56.1,56.8,55.5,56.68,9080805.0,0.83,-0.35,54.9,57.12,54.7,56.88,15364896.0,1.41,3.04,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05,52.3,52.65,50.46,50.82,17985102.0,1.64,-2.27,52.01,53.58,51.9,52.0,24570422.0,2.25,-0.63,52.75,53.48,52.19,52.33,24352039.0,2.23,-1.06,52.0,55.34,52.0,52.89,42776258.0,3.91,3.6
sh.600009,17,2022-02-25,0.0297,53.48,53.85,52.43,52.98,10607210.0,0.97,0.36,54.01,54.2,51.95,52.79,20160556.0,1.84,-2.78,55.3,55.9,53.85,54.3,18474211.0,1.69,-2.16,55.95,56.24,55.01,55.5,11664691.0,1.07,-2.08,56.1,56.8,55.5,56.68,9080805.0,0.83,-0.35,54.9,57.12,54.7,56.88,15364896.0,1.41,3.04,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05,52.3,52.65,50.46,50.82,17985102.0,1.64,-2.27,52.01,53.58,51.9,52.0,24570422.0,2.25,-0.63,52.75,53.48,52.19,52.33,24352039.0,2.23,-1.06
sh.600009,18,2022-02-28,0.0793,52.6,52.6,51.62,52.35,11653101.0,1.07,-1.19,53.48,53.85,52.43,52.98,10607210.0,0.97,0.36,54.01,54.2,51.95,52.79,20160556.0,1.84,-2.78,55.3,55.9,53.85,54.3,18474211.0,1.69,-2.16,55.95,56.24,55.01,55.5,11664691.0,1.07,-2.08,56.1,56.8,55.5,56.68,9080805.0,0.83,-0.35,54.9,57.12,54.7,56.88,15364896.0,1.41,3.04,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05,52.3,52.65,50.46,50.82,17985102.0,1.64,-2.27,52.01,53.58,51.9,52.0,24570422.0,2.25,-0.63
sh.600009,19,2022-03-01,0.0527,52.35,54.39,52.2,54.16,13803326.0,1.26,3.46,52.6,52.6,51.62,52.35,11653101.0,1.07,-1.19,53.48,53.85,52.43,52.98,10607210.0,0.97,0.36,54.01,54.2,51.95,52.79,20160556.0,1.84,-2.78,55.3,55.9,53.85,54.3,18474211.0,1.69,-2.16,55.95,56.24,55.01,55.5,11664691.0,1.07,-2.08,56.1,56.8,55.5,56.68,9080805.0,0.83,-0.35,54.9,57.12,54.7,56.88,15364896.0,1.41,3.04,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05,52.3,52.65,50.46,50.82,17985102.0,1.64,-2.27
sh.600009,20,2022-03-02,0.032,53.67,54.58,52.91,54.02,11625031.0,1.06,-0.26,52.35,54.39,52.2,54.16,13803326.0,1.26,3.46,52.6,52.6,51.62,52.35,11653101.0,1.07,-1.19,53.48,53.85,52.43,52.98,10607210.0,0.97,0.36,54.01,54.2,51.95,52.79,20160556.0,1.84,-2.78,55.3,55.9,53.85,54.3,18474211.0,1.69,-2.16,55.95,56.24,55.01,55.5,11664691.0,1.07,-2.08,56.1,56.8,55.5,56.68,9080805.0,0.83,-0.35,54.9,57.12,54.7,56.88,15364896.0,1.41,3.04,55.94,55.94,54.7,55.2,15329463.0,1.4,-1.64,55.72,57.1,55.0,56.12,13427541.0,1.23,0.94,57.0,57.01,55.13,55.6,19927372.0,1.82,-3.22,57.99,58.8,56.41,57.45,15345755.0,1.4,0.09,57.77,59.08,56.6,57.4,27402218.0,2.51,-0.67,55.41,58.0,55.27,57.79,26782543.0,2.45,3.75,54.66,56.28,53.92,55.7,25733410.0,2.35,2.84,52.52,54.25,52.5,54.16,23800042.0,2.18,3.75,51.3,52.89,50.61,52.2,19848523.0,1.82,3.39,49.36,51.5,49.02,50.49,14195401.0,1.3,1.43,50.1,51.18,49.7,49.78,14785780.0,1.35,-2.05
